title,link,domain,published_date,topic
Queenstown mayor slams 'appalling' plan for new airport in Central Otago,https://www.stuff.co.nz/business/industries/122456811/queenstown-mayor-slams-appalling-plan-for-new-airport-in-central-otago,stuff.co.nz,2020-08-16 21:43:00,NATION
Chow: New Penang Covid-19 cases stresses importance of contact tracing,https://www.nst.com.my/news/nation/2020/08/615317/chow-new-penang-covid-19-cases-stresses-importance-contact-tracing,nst.com.my,2020-08-09 11:15:55,NATION
Windsor-Essex allowed to enter Stage 3 on Wednesday,https://915thebeat.com/news/7262415/windsor-essex-stage-3-reopening-aug-12-coronavirus/,915thebeat.com,2020-08-10 13:48:47,WORLD
Manhood must wait: virus delays South African circumcision rituals,https://www.modernghana.com/news/1022927/manhood-must-wait-virus-delays-south-african-circ.html,modernghana.com,2020-08-14 11:13:36,WORLD
Is it safe to ride public transit during the pandemic? You can take steps to minimise risk,https://economictimes.indiatimes.com/magazines/panache/is-it-safe-to-ride-public-transit-during-the-pandemic-you-can-take-steps-to-minimise-risk/articleshow/77480130.cms,economictimes.indiatimes.com,2020-08-11 12:20:00,HEALTH
"Madeleine McCann suspect 'won't go on trial' over disappearance, lawyer claims",https://www.mirror.co.uk/news/uk-news/madeleine-mccann-suspect-wont-go-22492122,mirror.co.uk,2020-08-09 09:13:00,WORLD
Egypt and Sudan withdraw from dam talks with Ethiopia,https://www.trtworld.com/africa/egypt-and-sudan-withdraw-from-dam-talks-with-ethiopia-38667,trtworld.com,2020-08-05 15:08:51,WORLD
Fulham to offer Scott Parker bumper new contract after securing promotion - EXCLUSIVE,https://www.express.co.uk/sport/football/1319130/Fulham-news-Scott-Parker-bumper-new-contract-offer-promotion-EXCLUSIVE,express.co.uk,2020-08-06 00:00:00,SPORTS
Coronavirus - Ethiopia: 15000 Ethiopian returnees receive emergency Covid-19 assistance at quarantine sites,https://www.cnbcafrica.com/africa-press-office/2020/08/07/coronavirus-ethiopia-15000-ethiopian-returnees-receive-emergency-covid-19-assistance-at-quarantine-sites/,cnbcafrica.com,2020-08-07 06:49:00,WORLD
Victoria man charged with manslaughter in death of Vancouver overdose volunteer,https://globalnews.ca/news/7276321/vancouver-overdose-volunteer-homicide-charges/,globalnews.ca,2020-08-14 21:08:27,NATION
NASA makes 49ers part of historic Mars landing: 'It's dope',https://www.nbcsports.com/bayarea/49ers/nasa-celebrates-mars-landing-marquise-goodwin-kendrick-bourne-handshake,nbcsports.com,2018-11-27 19:03:10,SCIENCE
"Bengaluru Violence FIR Says Mob Wanted to Kill MLA’s Nephew, Tried to Snatch Weapons from Police",https://www.news18.com/news/india/bengaluru-violence-fir-says-mob-wanted-to-kill-mlas-nephew-tried-to-snatch-weapons-from-police-2783521.html,news18.com,2020-08-13 10:02:00,NATION
Gold Coast Titans vs North Queensland Cowboys NRL LIVE scores: Michael Morgan returns for the Cowboys,https://wwos.nine.com.au/nrl/live-results-gold-coast-titans-north-queensland-cowboys-cronulla-sharks-parramatta-eels-start-time-scores-news-round-13-2020/2fdb7395-d00e-4b0c-baff-3d0c320882f3,wwos.nine.com.au,2020-08-09 05:57:00,SPORTS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.yahoo.com/lifestyle/starbuckss-pumpkin-spice-lattes-know-194244887.html,yahoo.com,2020-08-15 23:50:00,BUSINESS
Aeroflot resumes flights to Geneva from August 15,https://tass.com/economy/1189551,tass.com,2020-08-14 07:31:07,WORLD
JV deal to bring Dubai Aquarium-style attraction to Bahrain's Marassi Galleria shopping mall,https://meconstructionnews.com/42927/jv-deal-to-bring-dubai-aquarium-style-attraction-to-bahrains-marassi-galleria-shopping-mall,meconstructionnews.com,2020-08-17 07:36:33,WORLD
Sophie Turner brands Joe Jonas 'baby daddy' in sweet birthday message,https://metro.co.uk/2020/08/15/sophie-turner-joe-jonas-baby-daddy-sweet-birthday-message-days-welcoming-daughter-willa-together-13134358/,metro.co.uk,2020-08-15 19:49:00,ENTERTAINMENT
Georginio Wijnaldum could be offered new Liverpool deal – report,https://www.rousingthekop.com/2020/08/14/georginio-wijnaldum-could-be-offered-new-liverpool-deal-report/,rousingthekop.com,2020-08-14 17:16:03,SPORTS
Bob Mould Announces Career-Spanning Box Set,https://pitchfork.com/news/bob-mould-announces-career-spanning-box-set/,pitchfork.com,2020-08-13 13:23:53,ENTERTAINMENT
10 Ludicrous Video Game Special Editions That We Totally Want,https://whatculture.com/gaming/10-ludicrous-video-game-special-editions-that-we-totally-want,whatculture.com,2020-08-02 17:35:03,TECHNOLOGY
New Orleans Pelicans: 3 Reasons to be Worried about Zion Williamson,https://pelicandebrief.com/2020/08/11/new-orleans-pelicans-zion-williamson-wo/,pelicandebrief.com,2020-08-11 16:36:00,SPORTS
Champions League quarter-finals: tie-by-tie analysis and verdicts,https://www.theguardian.com/football/2020/aug/10/champions-league-quarter-finals-tie-by-tie-analysis-and-verdicts,theguardian.com,2020-08-10 10:07:00,SPORTS
Bottas retained by Mercedes for next season,https://www.tsn.ca/valtteri-bottas-retained-by-mercedes-for-next-f1-season-1.1505119,tsn.ca,2020-08-06 11:25:21,SPORTS
"Don’t allow FIRS kill, bury NIPOST, postal service chairman cries out",https://punchng.com/dont-allow-firs-kill-bury-nipost-postal-service-chairman-cries-out/,punchng.com,2020-08-03 23:21:00,NATION
The reason we're shooting laser beams between Earth and the moon,https://www.abc17news.com/news/national-world/2020/08/13/the-reason-were-shooting-laser-beams-between-earth-and-the-moon/,abc17news.com,2020-08-13 18:15:13,SCIENCE
University students who fail half their first-year courses could lose federal funding,https://www.theguardian.com/australia-news/2020/aug/13/university-students-who-fail-half-their-first-year-courses-could-lose-federal-funding,theguardian.com,2020-08-13 00:04:00,NATION
State comptroller: Millions of Israelis have no protection from missiles,https://www.ynetnews.com/article/SJn4uKBbD,ynetnews.com,2020-08-03 15:47:00,WORLD
Rocksteady's New Video Game Combines Superman and Suicide Squad,https://collider.com/new-rocksteady-video-game-superman-suicide-squad/,collider.com,2020-08-07 13:47:33,TECHNOLOGY
"Biden leads in Wisconsin and Pennsylvania due to COVID concerns, country's direction — Battleground Tracker poll",https://www.cbsnews.com/news/biden-leads-wisconsin-pennsylvania-opinion-poll-covid-countrys-direction-09-08-2020/,cbsnews.com,2020-08-09 14:30:00,NATION
Dell's Latitude Chromebook Enterprise: Extending Business Workplaces,https://www.eweek.com/pc-hardware/dell-s-latitude-chromebook-enterprise-extending-business-workplaces,eweek.com,2020-08-12 12:09:59,TECHNOLOGY
'It hurt John more than it helped him' - Details on backlash and heat on John Cena after 'burying' Nexus,https://www.sportskeeda.com/wwe/news-it-hurt-john-helped-him-details-backlash-heat-john-cena-burying-nexus,sportskeeda.com,2020-08-12 12:18:36,ENTERTAINMENT
MAKI Spills 4 Names Allegedly Involved in Djoko Tjandra Case,https://en.tempo.co/read/1374281/maki-spills-4-names-allegedly-involved-in-djoko-tjandra-case,en.tempo.co,2020-08-10 06:53:00,NATION
"Probation for teenager who took upskirt photos of female classmate and strangers, shared them with other boys",https://www.todayonline.com/singapore/probation-teenager-who-took-upskirt-photos-female-classmate-and-strangers-shared-them,todayonline.com,2020-08-14 04:34:16,NATION
Penn's 'Enhanced Recovery' Program Significantly Reduces Post-Op Opioid Use,https://www.miragenews.com/penn-s-enhanced-recovery-program-significantly-reduces-post-op-opioid-use/,miragenews.com,2020-08-06 14:29:04,HEALTH
Samsung Galaxy Note 20 Series Users Will Be Able to Run Mobile Apps on Windows 10 PC,https://gadgets.ndtv.com/apps/news/microsoft-samsung-note-20-ultra-android-app-integration-your-phone-windows-10-laptop-2275139,gadgets.ndtv.com,2020-08-06 08:13:25,TECHNOLOGY
Eastern Cape health MEC laughs off calls to resign,https://www.dispatchlive.co.za/news/2020-08-03-eastern-cape-health-mec-laughs-off-calls-to-resign/,dispatchlive.co.za,2020-08-03 04:08:21,NATION
What we know so far about COVID-19 and children,https://guardian.ng/news/what-we-know-so-far-about-covid-19-and-children/,guardian.ng,2020-08-06 20:27:00,HEALTH
Vaccine safety fears rise as Covid-19 shot race speeds up,https://www.dispatchlive.co.za/news/2020-08-07-vaccine-safety-fears-rise-as-covid-19-shot-race-speeds-up/,dispatchlive.co.za,2020-08-07 10:04:59,HEALTH
Simy Nwankwo: Crotone and Serie B top-scorer targets Super Eagles return,https://www.goal.com/en-my/news/simy-nwankwo-crotone-and-serie-b-top-scorer-targets-super-eagles-/1li25z1ng6jwq1wrrbu18dvwrk,goal.com,2020-08-06 09:31:00,SPORTS
Andrea Pirlo named new Juventus coach,https://supersport.com/football/italy/news/200808_Andrea_Pirlo_named_new_Juventus_coach,supersport.com,2020-08-08 19:23:32,SPORTS
Spirit trade USWNT star Lavelle to OL Reign ahead of Manchester City move,https://www.goal.com/en/news/spirit-trade-uswnt-star-lavelle-to-ol-reign-ahead-of/37yh92gyh7pi1ox198rm1bqet,goal.com,2020-08-16 23:36:08,SPORTS
Namibia: Essential Service Certificates Still Valid,https://allafrica.com/stories/202008130933.html,allafrica.com,2020-08-13 15:24:28,WORLD
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.cbc.ca/news/business/firefox-mozilla-1.5683069,cbc.ca,2020-08-12 12:37:00,BUSINESS
Microsoft is resurrecting its 38-year-old flight simulator game,https://www.cnn.com/2020/08/17/tech/microsoft-flight-simulator-sim-launch/index.html,cnn.com,2020-08-17 12:12:00,TECHNOLOGY
7 ‘Escape the Room’ Brainteasers,https://www.gadgetsnow.com/web-stories/7-escape-the-room-brainteasers/photolist/77486033.cms,gadgetsnow.com,2020-08-11 13:38:29,TECHNOLOGY
Singer SP Balasubramaniam tested positive for COVID-19,https://timesofindia.indiatimes.com/entertainment/tamil/music/singer-sp-balasubramaniam-tested-positive-for-covid-19/articleshow/77368732.cms,timesofindia.indiatimes.com,2020-08-05 08:26:00,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.njmmanews.com/global-aromatic-process-oil-market-analysis-2020-2026-by-manufacturers-chevron-corporation-petronas-lubricants-belgium-nynas-ab/,njmmanews.com,2020-08-04 04:10:43,BUSINESS
Beirut Digs for Explosion Survivors as Casualty Totals Rise: Live Updates,https://www.nytimes.com/2020/08/05/world/middleeast/beirut-lebanon-explosion.html,nytimes.com,2020-08-05 18:33:45,WORLD
"US doing 'very well' against Covid-19, India has a 'tremendous problem': Trump",https://timesofindia.indiatimes.com/world/us/us-doing-very-well-against-covid-19-india-has-a-tremendous-problem-trump/articleshow/77345340.cms,timesofindia.indiatimes.com,2020-08-04 06:43:00,WORLD
"The Mandalorian showrunner Jon Favreau: ""Lucas is The Beatles, we're just DJs playing Beatles songs""",https://www.radiotimes.com/news/on-demand/2020-08-17/the-mandalorian-jon-favreau-beatles/,radiotimes.com,2020-08-17 00:02:00,ENTERTAINMENT
Sights & Sounds | The MLS is Back Semifinals,https://www.orlandocitysc.com/post/2020/08/09/sights-sounds-mls-back-semifinals?autoplay=true,orlandocitysc.com,2020-08-09 17:41:54,SPORTS
Britney Spears Opens Up About Early Acne Struggles While Filming Her First Movie,https://www.billboard.com/articles/news/9428783/britney-spears-opens-up-acne-struggle,billboard.com,2020-08-03 22:11:36,ENTERTAINMENT
Blood test can diagnose brain damage in hours-old babies,https://www.dailymail.co.uk/sciencetech/article-8591567/Blood-test-diagnose-brain-damage-hours-old-babies.html,dailymail.co.uk,2020-08-04 13:22:12,HEALTH
Pierre-Emile Hojbjerg: Tottenham complete signing of Southampton midfielder,https://www.skysports.com/football/news/11675/12046253/pierre-emile-hojbjerg-tottenham-complete-signing-of-southampton-midfielder,skysports.com,2020-08-11 17:48:45,SPORTS
Barcelona Signing Inter’s Lautaro Martinez Hinges On Blaugrana Winning Champions League,https://sempreinter.com/2020/08/06/barcelona-moving-for-inters-lautaro-martinez-hinges-on-winning-champions-league/,sempreinter.com,2020-08-06 18:03:29,SPORTS
"Mumbai Rains, Weather Today Live Updates: Road, train movement hit following heavy showers",https://indianexpress.com/article/cities/mumbai/mumbai-weather-forecast-today-live-updates-red-alert-extremely-heavy-rainfall-monsoon-6538279/,indianexpress.com,2020-08-04 09:43:23,NATION
"A year after Ladakh celebrated Union Territory status, the mood has changed",https://scroll.in/article/968941/a-year-after-ladakh-celebrated-union-territory-status-the-mood-has-changed,scroll.in,2020-08-03 01:00:00,NATION
Call of Duty: Warzone canister,https://www.gamesradar.com/call-of-duty-warzone-canister/,gamesradar.com,2020-08-06 09:55:00,TECHNOLOGY
"#CBIForSSR: Mukesh Chhabra, Mahesh Shetty join Kriti Sanon and others to seek justice for Sushant Singh Rajput",https://www.pinkvilla.com/entertainment/news/cbiforssr-mukesh-chhabra-mahesh-shetty-join-kriti-sanon-and-others-seek-justice-sushant-singh-rajput-556499,pinkvilla.com,2020-08-14 08:19:45,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://whtc.com/news/articles/2020/aug/04/valuation-of-asian-shares-rises-to-decade-high-on-stimulus-support/1045925/?refer-section=business,whtc.com,2020-08-04 05:41:23,BUSINESS
South Dakota health officials watch for the coronavirus as motorcyclists descend,https://www.washingtonpost.com/health/south-dakota-health-officials-watch-for-the-coronavirus-as-motorcyclists-descend/2020/08/11/73cf9f30-dbfc-11ea-8051-d5f887d73381_story.html,washingtonpost.com,2020-08-11 22:40:00,ENTERTAINMENT
"PHOTOS: Finally, Sanwo-Olu meets boy in 'mummy calm down' video",https://lifestyle.thecable.ng/photos-finally-sanwo-olu-meets-boy-in-mummy-calm-down-video/,lifestyle.thecable.ng,2020-08-08 22:34:46,NATION
South Africans urged to 'Light SA Red' to highlight eventing sector's plight,https://ewn.co.za/2020/08/05/south-africans-urged-to-light-sa-red-to-highlight-eventing-sector-s-plight,ewn.co.za,2020-08-05 14:16:49,NATION
Gigaba denies allegations by state capture inquiry witness,https://www.enca.com/news/gigaba-denies-allegations-by-state-capture-inquiry-witness,enca.com,2020-08-14 16:37:55,NATION
Lebanon parliament approves sweeping powers for the army,https://www.aljazeera.com/news/2020/08/lebanon-parliament-approves-sweeping-powers-army-200813094557717.html,aljazeera.com,2020-08-13 11:10:00,WORLD
"Naagin 5: The motion poster featuring Hina Khan, Dheeraj Dhoopar, Mohit Malhotra is going to raise your anticipation level!",https://www.bollywoodhungama.com/news/features/naagin-5-motion-poster-featuring-hina-khan-dheeraj-dhoopar-mohit-malhotra-going-raise-anticipation-level/,bollywoodhungama.com,2020-08-07 06:25:22,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.macrobusiness.com.au/2020/08/aussie-banks-caught-in-mortgage-squeeze/,macrobusiness.com.au,2020-08-11 03:00:00,BUSINESS
CDC launches Hear Her campaign to raise awareness of pregnancy-related deaths,https://www.contemporaryobgyn.net/view/cdc-launches-hear-her-campaign-to-raise-awareness-of-pregnancy-related-deaths,contemporaryobgyn.net,2020-08-16 07:00:00,HEALTH
"MILLER: This year, the Indy 500 is more important than ever",https://racer.com/2020/08/10/miller-this-year-the-indy-500-is-more-important-than-ever/,racer.com,2020-08-10 16:20:36,SPORTS
First Samsung Galaxy Watch 3 software update adds several missing features,https://www.techradar.com/nz/news/first-samsung-galaxy-watch-3-software-update-adds-several-missing-features,techradar.com,2020-08-09 09:30:00,TECHNOLOGY
Watch: BTS Meets QVC as the Group Posts Unboxing Video of Samsung’s Foldable Phone,https://www.rollingstone.com/product-recommendations/electronics/bts-samsung-galaxy-z-fold2-phone-1041237/,rollingstone.com,2020-08-07 23:03:00,TECHNOLOGY
Modi’s speech in Ayodhya marks a decisive turn away from secularism for India,https://scroll.in/article/969553/modis-speech-in-ayodhya-marks-a-decisive-turn-away-from-secularism-for-india,scroll.in,2020-08-06 05:41:00,NATION
Coronavirus: ACT passes new COVID-19 testing milestone,https://www.canberratimes.com.au/story/6874386/act-passes-covid-19-testing-milestone-records-no-new-cases/,canberratimes.com.au,2020-08-11 05:19:00,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.businesstimes.com.sg/companies-markets/hot-stock-aem-holdings-surges-10-after-h1-profit-more-than-doubles,businesstimes.com.sg,2020-08-04 01:58:00,BUSINESS
Trump on RNC convention: ‘I’ll probably be giving my speech at the White House’,https://www.foxnews.com/politics/trump-on-rnc-convention-ill-probably-be-giving-my-speech-at-the-white-house,foxnews.com,2020-08-14 00:15:26,NATION
Novak Djokovic Leads US Open Field,https://www.atptour.com/en/news/us-open-2020-acceptance-list,atptour.com,2020-08-04 18:21:26,SPORTS
"Allen Hurns, Albert Wilson opt out; Chad Johnson wants to re-join Dolphins? - Predicting wide receiver depth …",https://www.thephinsider.com/2020/8/5/21356179/dolphins-training-camp-2020-covid-19-opt-out-albert-wilson-allen-hurns-chad-johnson-depth-chart,thephinsider.com,2020-08-05 22:12:12,SPORTS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.dailyfx.com/forex/fundamental/daily_briefing/session_briefing/euro_open/2020/08/10/British-Pound-Outlook-GBPUSD-GBPJPY-at-Risk-Ahead-of-UK-Jobs-Data-.html,dailyfx.com,2020-08-10 07:13:11,BUSINESS
Princess Eugenie was 'upset' by Meghan Markle's pregnancy reveal,https://honey.nine.com.au/royals/finding-freedom-princess-eugenie-upset-meghan-markle-pregnancy-announcement-during-wedding/8e39f503-2aa9-4a2a-b77f-d12bd611cc6d,honey.nine.com.au,2020-08-11 23:54:00,WORLD
Okunbo Appoints Ajayi as Media Adviser,https://www.thisdaylive.com/index.php/2020/08/06/okunbo-appoints-ajayi-as-media-adviser/,thisdaylive.com,2020-08-06 02:28:25,WORLD
NdaniRealTalk is back for a 4th season,https://www.legit.ng/1356561-ndanirealtalk-a-4th-season.html,legit.ng,2020-08-14 12:58:49,ENTERTAINMENT
What happened to the Aston Villa players from the night that changed the club's destiny?,https://www.birminghammail.co.uk/sport/football/football-news/aston-villa-mon-cska-moscow-18150205,birminghammail.co.uk,2020-08-08 10:01:00,SPORTS
You won't enjoy my music if you are not an intellectual - Bosom Pyung (WATCH),https://www.pulse.com.gh/entertainment/celebrities/bosom-pyung-says-people-who-are-not-intellectuals-wont/pngxxqq,pulse.com.gh,2020-08-15 23:58:16,ENTERTAINMENT
Trump suggests revote in New York congressional primary amid slow ballot count | TheHill,https://thehill.com/homenews/administration/510356-trump-suggests-revote-maloneys-ny-primary-amid-slow-ballot-count,thehill.com,2020-08-03 22:58:46,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://sg.finance.yahoo.com/news/virgin-atlantic-airline-files-us-001311430.html,sg.finance.yahoo.com,2020-08-05 06:20:51,BUSINESS
"Katy Perry, Kevin Hart stand up for embattled Ellen DeGeneres, sending their love",https://www.stuff.co.nz/entertainment/tv-radio/122349315/katy-perry-kevin-hart-stand-up-for-embattled-ellen-degeneres-sending-their-love,stuff.co.nz,2020-08-05 00:16:00,ENTERTAINMENT
"""The Witcher"" Series Back In Production",https://www.darkhorizons.com/the-witcher-series-back-in-production/,darkhorizons.com,2020-08-12 17:29:00,ENTERTAINMENT
Katy Perry Gets Surprise Visit From Orlando Bloom During Her Second #SmileSunday Live Stream,https://www.billboard.com/articles/columns/pop/9431620/katy-perry-orlando-bloom-surprise-smile-sunday-live-stream,billboard.com,2020-08-09 21:03:48,ENTERTAINMENT
Ask An Expert: Why Is It Important for Countries in Africa to Take Part in COVID-19 Vaccine Trials?,https://www.globalcitizen.org/en/content/ask-an-expert-covid-19-vaccine-south-africa/,globalcitizen.org,2020-08-05 11:06:06,HEALTH
Oakland A’s Bench Coach Ryan Christenson Under Fire After Appearing To Do Nazi Salute During Game,https://brobible.com/sports/article/oakland-as-bench-coach-ryan-christenson-nazi-salute/,brobible.com,2020-08-07 00:35:59,SPORTS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.cnbc.com/2020/08/14/treasury-yields-come-off-highs-after-jobless-data-beats-estimates.html,cnbc.com,2020-08-14 08:05:00,BUSINESS
"More than a million people in the UK have quit smoking since the start of the coronavirus pandemic, new study shows",https://www.businessinsider.com.au/coronavirus-smokers-quit-record-numbers-study-2020-8,businessinsider.com.au,2020-08-08 07:34:45,HEALTH
Irish health chiefs to consider if more COVID-19 restrictions needed,https://www.todayonline.com/world/irish-health-chiefs-consider-if-more-covid-19-restrictions-needed,todayonline.com,2020-08-16 19:23:33,HEALTH
Photos from The Bachelorette Season 16: Everything We Know - E!,https://www.eonline.com/photos/31290/the-bachelorette-season-16-everything-we-know,eonline.com,2020-08-12 00:44:00,ENTERTAINMENT
"Jadon Sancho to Manchester United: Sancho ‘already in’ United group, Dortmund claim no contact has been made",https://www.manchestereveningnews.co.uk/sport/football/football-news/manchester-united-jadon-sancho-whatsapp-18739256,manchestereveningnews.co.uk,2020-08-08 17:14:00,SPORTS
"Kids hospitalized by coronavirus infrequently, but number is rising",https://www.japantimes.co.jp/news/2020/08/08/world/kids-hospitalized-coronavirus/,japantimes.co.jp,2020-08-08 02:50:00,HEALTH
"256-bit Hardware AES encryption on a USB Type-C pen drive for US$59? Meet the Apricorn Aegis Secure Key 3NXC for Windows, Mac, Linux, and Android",https://www.notebookcheck.net/256-bit-Hardware-AES-encryption-on-a-USB-Type-C-pen-drive-for-US-59-Meet-the-Apricorn-Aegis-Secure-Key-3NXC-for-Windows-Mac-Linux-and-Android.483948.0.html,notebookcheck.net,2020-08-03 07:15:51,TECHNOLOGY
Delta Goodrem's health scare: 'My tongue was paralyzed',https://www.oleantimesherald.com/lifestyle/entertainment/delta-goodrems-health-scare-my-tongue-was-paralyzed/article_a005590a-7a20-591a-9d59-d792318e6147.html,oleantimesherald.com,2020-08-16 18:40:03,ENTERTAINMENT
Ashley 'Dotty' Charles: 'Purveyors of hate have turned trolling into a business. We have the power to turn the tables',https://www.theguardian.com/lifeandstyle/2020/aug/13/ashley-dotty-charles-purveyors-of-hate-turned-trolling-into-business,theguardian.com,2020-08-13 14:00:00,ENTERTAINMENT
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://in.reuters.com/article/us-global-forex/dollar-inches-higher-after-stalemate-in-pandemic-aid-talks-idINKCN257033,in.reuters.com,2020-08-11 20:22:00,BUSINESS
Buhari: Restoring Nigeria's Armed Forces Lost Glory,https://leadership.ng/2020/08/03/buhari-restoring-nigerias-armed-forces-lost-glory/,leadership.ng,2020-08-03 06:18:52,WORLD
"Across Sudan, heavy rains and flash floods destroy houses, wash away crops – UN relief wing",https://news.un.org/en/story/2020/08/1069502,news.un.org,2020-08-04 15:54:53,WORLD
About 700 people detained in Belarus over 24 hours for unauthorized rallies,https://tass.com/world/1189151,tass.com,2020-08-13 08:36:37,WORLD
"Shubhangi Atre in talks for ‘Nach Baliye’, Kamya Panjabi declines the offer",https://timesofindia.indiatimes.com/tv/news/hindi/shubhangi-atre-in-talks-for-nach-baliye-kamya-panjabi-declines-the-offer/articleshow/77481378.cms,timesofindia.indiatimes.com,2020-08-11 09:19:00,ENTERTAINMENT
Megan Thee Stallion Seemingly Shades CeeLo Green After Singer Blasts Her For ‘Shameless’ Music,https://hollywoodlife.com/2020/08/11/megan-thee-stallion-shades-ceelo-green-diss-cardi-b-wap/,hollywoodlife.com,2020-08-12 02:11:00,ENTERTAINMENT
Senator Bong Revilla tests positive for COVID-19,https://cnnphilippines.com:443/news/2020/8/9/Senator-Bong-Revilla-coronavirus-positive.html,cnnphilippines.com,2020-08-09 11:32:41,NATION
"Police feared a man was murdered. Five years later, he's been found living in dense woodland",https://www.cnn.com/2020/08/04/europe/missing-man-feared-murdered-found-gbr-scli-intl/index.html,cnn.com,2020-08-04 11:40:00,WORLD
The reason why the special envoy from South Africa snubed the opposition revealed,https://bulawayo24.com/index-id-opinion-sc-national-byo-190329.html,bulawayo24.com,2020-08-12 15:14:52,NATION
"No safety briefing for fatal Hawke's Bay helicopter flight, Civil Aviation Authority finds",https://www.stuff.co.nz/national/122362634/no-safety-briefing-for-fatal-hawkes-bay-helicopter-flight-civil-aviation-authority-finds,stuff.co.nz,2020-08-05 22:35:00,NATION
“The Last Light” –When ‘Iron Black Dwarfs’ Blow Up the Universe (Weekend Feature),https://dailygalaxy.com/2020/08/the-last-great-light-show-when-ancient-iron-black-dwarfs-blow-up-the-universe/,dailygalaxy.com,2020-08-14 17:41:08,SCIENCE
Coronavirus: One death linked to virus in NI last week,https://www.bbc.com/news/uk-northern-ireland-53688724,bbc.com,2020-08-07 08:43:10,HEALTH
Sony Xperia 1 III Compact and Premium models could be in the works,https://www.techradar.com/news/sony-xperia-1-iii-compact-and-premium-models-could-be-in-the-works,techradar.com,2020-08-04 09:04:00,TECHNOLOGY
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.globenewswire.com/news-release/2020/08/04/2072167/0/en/Global-face-mask-market-to-register-12-8-CAGR-through-2025.html,globenewswire.com,2020-08-04 08:00:00,BUSINESS
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.mississauga.com/news-story/10135093-mississauga-metro-grocery-store-employee-tests-positive-for-covid-19/,mississauga.com,2020-08-10 21:02:57,BUSINESS
Video: Chip and Joanna Gaines reveal 'Fixer Upper' is coming back,https://www.chron.com/life/article/Video-Chip-and-Joanna-Gaines-reveal-Fixer-15458217.php,chron.com,2020-08-04 21:23:00,ENTERTAINMENT
'Past the peak': Promising signs from Victoria as latest new cases revealed,https://www.newstalkzb.co.nz/on-air/heather-du-plessis-allan-drive/audio/murray-olds-promising-signs-from-victoria-as-latest-new-cases-revealed/,newstalkzb.co.nz,2020-08-13 05:08:00,HEALTH
Coronavirus NZ: Report of COVID-19 case confirmed outside of Auckland,https://www.news.com.au/world/pacific/coronavirus-nz-report-of-covid19-case-confirmed-outside-of-auckland/news-story/6d5b3ffb81154645500f8687fb485684,news.com.au,2020-08-14 00:01:58,WORLD
Pippa O'Connor celebrates birthday in Cork,https://www.echolive.ie/corknews/Pippa-OConnor-celebrates-birthday-in-Cork-dc26a17d-4484-4560-b509-7c09998b3ee0-ds,echolive.ie,2020-08-09 20:59:06,ENTERTAINMENT
Mount Sinabung Erupts for First Time During COVID-19 Pandemic,https://en.tempo.co/read/1373966/mount-sinabung-erupts-for-first-time-during-covid-19-pandemic,en.tempo.co,2020-08-09 04:46:00,NATION
24-year-old woman charged after deliberately coughing on NSW police officer,https://www.sbs.com.au/news/24-year-old-woman-charged-after-deliberately-coughing-on-nsw-police-officer,sbs.com.au,2020-08-03 03:30:03,NATION
Why iPhone 12 Will Be Another 'Defining Chapter' In Apple's Growth Story,https://www.topgear.com.ph/news/industry-news/suzuki-ph-august-promos-extended-a4354-20200810,topgear.com.ph,2020-08-10 06:52:00,BUSINESS
Owusu Bempah No Longer A Member Of The NDP,https://www.peacefmonline.com/pages/politics/politics/202008/422837.php,peacefmonline.com,2020-08-09 16:37:06,NATION
Human remains found last week near Prince George identified as those of 34-year-old woman,https://www.cbc.ca/news/canada/british-columbia/human-remains-found-near-prince-george-identified-1.5679686,cbc.ca,2020-08-08 21:53:00,NATION
England to launch COVID-19 contact tracing app beta with hesitation over proximity limits,https://9to5mac.com/2020/08/12/englad-covid-19-tracing-app/,9to5mac.com,2020-08-12 16:40:00,TECHNOLOGY
School of Hygiene students picket Sanitation Ministry over unpaid arrears,https://www.myjoyonline.com/news/national/school-of-hygiene-students-picket-sanitation-ministry-over-unpaid-arrears/,myjoyonline.com,2020-08-17 14:10:55,NATION
Homeless man who bashed Melbourne woman Courtney Herron to death with a branch is found not guilty,https://www.dailymail.co.uk/news/article-8634139/Homeless-man-bashed-Melbourne-woman-Courtney-Herron-death-branch-not-guilty.html,dailymail.co.uk,2020-08-17 04:14:05,NATION
